ref_article,designation,marque,famille,next_year,avg_forecast,trend_pct,trend_label,data_points
PA0316,BRASIL CACAU - SMOOTHING PROTEIN 1L,CADIVEU,LISSAGE,2026,1131836.28678436,15.530140870169957,Downtrend,6
PA0038,BRASIL CACAU - KERATINE THERMAL RECONSTRUCTION 1L,CADIVEU,LISSAGE,2026,299322.7951817471,-77.3862615894119,Downtrend,6
PA0607,BRASIL CACAU - BOTOX VEGAN 1L,CADIVEU,LISSAGE,2026,195928.9379666667,-78.28342075557548,Downtrend,3
8006569715814,TEINT IALO 7.1 100ML,H. ZONE,IALO,2026,124810.31692080735,132.7113549907377,Uptrend,6
8006569715685,TEINT IALO 7.0 100ML,H. ZONE,IALO,2026,124417.6657168868,141.44864223321062,Uptrend,6
PA0328,BRASIL CACAU-ECO KERATINE 1L,CADIVEU,LISSAGE,2026,102698.95751375337,-72.97857910277091,Downtrend,6
8006569715678,TEINT IALO 6.0 100ML,H. ZONE,IALO,2026,97117.26842833524,158.71149514424238,Uptrend,6
REV150V20,REVELATEUR 20V 150ML,H. ZONE,TRESOR,2026,95676.82315269277,6391.752881699665,Stable,5
SH_RB_ANTIC_1L,SHAMPOING RB ANTICHUTE 500ML-6192488204965,RENEE BLANCHE,0%SSP,2026,92670.23569135673,793.7190635901027,Stable,5
SHAM_RB_NUTR_500ML,SHAMPOING RB NUTRITIF 500ML-6192488204941,RENEE BLANCHE,0%SSP,2026,88106.99154670004,713.9755272797893,Stable,5
8006569715821,TEINT IALO 8.1 100ML,H. ZONE,IALO,2026,78996.54424383129,60.067670898969205,Stable,6
HO2V100,H.Z OXY 20V 100ML,H. ZONE,IALO,2026,78923.89741512471,148.1589547043619,Uptrend,6
PA0425,BRASIL CACAU -ANTI FRIZZ SHAMPO A-300ML  SULFATE FREE ,CADIVEU,SOINS CAPILLAIRES,2026,74354.73589233351,-57.086961146816776,Downtrend,4
HZTI/700,TEINT IALO 7.00 100ML,H. ZONE,IALO,2026,73243.88257093258,445.7458485935814,Uptrend,6
HZTT7.0,TEINT HZ TRESOR SA 7.0,H. ZONE,TRESOR,2026,70526.65228070007,193.22946013006336,Stable,5
8006569715692,TEINT IALO 8.0 100ML,H. ZONE,IALO,2026,69522.62276712184,66.54658903585343,Uptrend,6
6192488206129,KIT COLORATION RB SO COLOR 7.1,RENEE BLANCHE,MASS MARKET,2026,68002.07733125077,9251.590686864964,Stable,4
HZTT7.1,TEINT HZ TRESOR SA 7.1,H. ZONE,TRESOR,2026,67782.8131751667,110.16217125732778,Stable,5
PA0029,BRASIL CACAU - DEEP CONDITIONING MASK 1L,CADIVEU,LISSAGE,2026,64806.871833967256,-65.26594598722994,Downtrend,6
6192488206105,KIT COLORATION RB SO COLOR 7.0,RENEE BLANCHE,MASS MARKET,2026,64300.617136416186,9639.790553658226,Uptrend,4
8006569715722,TEINT IALO 6.1 100ML,H. ZONE,IALO,2026,63613.83121522713,56.157365417815576,Stable,6
PA0310,BRASIL CACAU - ANTI FRIZZ SHAMPOO -A- 300 ML SULFATE FREE ,CADIVEU,SOINS CAPILLAIRES,2024,56340.054440083055,-100.24545260864714,Downtrend,4
6192488206068,KIT COLORATION RB SO COLOR 6.0,RENEE BLANCHE,MASS MARKET,2026,54967.959269333565,8193.080689274022,Uptrend,4
HZTT6.0,TEINT HZ TRESOR SA 6.0,H. ZONE,TRESOR,2026,54774.07776375863,194.71655397750166,Stable,5
6192488206150,KIT COLORATION RB SO COLOR 8.0,RENEE BLANCHE,MASS MARKET,2026,54045.09423841671,7587.431802400554,Stable,4
SHAM_RB_PUR_500ML,SHAMPOING RB PURIFIANT 500ML-6192488204880,RENEE BLANCHE,0%SSP,2026,52244.68329230044,431.72540941520305,Stable,5
6192488206167,KIT COLORATION RB SO COLOR 8.1,RENEE BLANCHE,MASS MARKET,2026,51776.559827082165,7223.919289469582,Stable,4
RBT/7.0,TEINT RENEE BLANCHE 7.0  60ML,RENEE BLANCHE,COLORATION 60ML,2026,50519.89144550838,-45.02683543334092,Downtrend,5
6192488208574,Gel douche RB sweet MM 470ml ,RENEE BLANCHE,MASS MARKET,2026,49102.6766383335,-15.488677211496974,Downtrend,3
6192488206075,KIT COLORATION RB SO COLOR 6.1,RENEE BLANCHE,MASS MARKET,2026,48756.12834041728,6981.778132838295,Stable,4
HZTI/600,TEINT IALO 6.00 100ML,H. ZONE,IALO,2026,48563.43188624942,495.84923197143115,Uptrend,6
8006569715630,TEINT IALO 1.0 100ML,H. ZONE,IALO,2026,48296.231005406065,78.18486469802703,Stable,6
6192488205993,KIT COLORATION RB SO COLOR 1.0,RENEE BLANCHE,MASS MARKET,2026,47087.01686366677,6658.576423824166,Downtrend,4
RBT/7.1,TEINT RENEE BLANCHE 7.1  60ML,RENEE BLANCHE,COLORATION 60ML,2026,46440.44015465809,-53.42280883678775,Downtrend,5
HZTT7.00,TEINT HZ TRESOR SA 7.00,H. ZONE,TRESOR,2026,44425.32480065748,386.04733975377815,Uptrend,5
6192488206051,KIT COLORATION RB SO COLOR 5.0,RENEE BLANCHE,MASS MARKET,2026,44254.31276366678,5822.211338160896,Downtrend,4
8006569715661,TEINT IALO 5.0 100ML,H. ZONE,IALO,2026,43826.740688529106,94.60499053342525,Uptrend,6
HZTI/800,TEINT IALO 8.00 100ML,H. ZONE,IALO,2026,43185.14712793202,287.3227633838356,Uptrend,6
6192488206112,KIT COLORATION RB SO COLOR 7.13,RENEE BLANCHE,MASS MARKET,2026,42769.7096623331,5913.143339038123,Downtrend,4
MAS_RB_NUT_500ML,MASQUE RB NUTRITIF 500ML-6192488204736,RENEE BLANCHE,0%SSP,2026,41980.016367533506,274.6798106201162,Downtrend,5
SHAMP_RB_PRO_500ML,SHAMPOING RB PROTECTEUR 500 ML-6192488204927,RENEE BLANCHE,0%SSP,2026,41939.00112677466,368.26183199703456,Stable,5
6192488208673,Gel douche RB Soft Sensitive MM 470ml ,RENEE BLANCHE,MASS MARKET,2026,41688.48467666669,-6.624176788885475,Downtrend,3
RBT/6.0,TEINT RENEE BLANCHE 6.0  60ML,RENEE BLANCHE,COLORATION 60ML,2026,41382.45614384989,-37.377738484295556,Downtrend,5
MASK_RB_ANT_500ML,MASQUE RB ANTICHUTE 500ML-6192488204750,RENEE BLANCHE,0%SSP,2026,40638.17339110025,335.3050882598824,Stable,5
6192488206044,KIT COLORATION RB SO COLOR 4.0,RENEE BLANCHE,MASS MARKET,2026,40212.854564749796,5599.016828472916,Downtrend,4
HZTI/9.1,TEINT IALO 9.1 100ML,H. ZONE,IALO,2026,40066.34660304823,32.53511221801876,Stable,6
6192488206174,KIT COLORATION RB SO COLOR 9.0,RENEE BLANCHE,MASS MARKET,2026,39496.29896450008,5076.326930434905,Downtrend,4
PA0326,BRASIL CACAU - SMOOTHING PROTEIN DOSE 110ML,CADIVEU,LISSAGE,2026,39037.91484991662,-122.30661377337606,Downtrend,4
6192488206181,KIT COLORATION RB SO COLOR 9.1,RENEE BLANCHE,MASS MARKET,2026,38808.61012216639,5059.457676530774,Downtrend,4
HZTT1.0,TEINT HZ TRESOR SA 1.0,H. ZONE,TRESOR,2026,38546.41283185854,121.52133195951905,Stable,5
6192488206037,KIT COLORATION RB SO COLOR 3.0,RENEE BLANCHE,MASS MARKET,2026,36978.01501650007,5466.572168079162,Stable,4
8006569140296,H.Z OXY 20V 1L,H. ZONE,IALO,2026,36804.18159348551,48.01770535699333,Uptrend,6
HZTT8.1,TEINT HZ TRESOR SA 8.1,H. ZONE,TRESOR,2026,36766.55146483341,34.89123901657814,Stable,5
6192488205856,Gel douche RB sensuel MM 470ml ,RENEE BLANCHE,MASS MARKET,2026,36624.078321666566,-15.595714799579103,Downtrend,3
6192488208598,Gel douche RB creamy MM 470ml ,RENEE BLANCHE,MASS MARKET,2026,35889.84267333341,-5.291501144634494,Stable,3
6192488206099,KIT COLORATION RB SO COLOR 6.66,RENEE BLANCHE,MASS MARKET,2026,35069.06970466663,5491.417907803931,Uptrend,4
8006569715708,TEINT IALO 9.0 100ML,H. ZONE,IALO,2026,34165.33010169202,25.692677826762626,Uptrend,6
8006569715654,TEINT IALO 4.0 100ML,H. ZONE,IALO,2026,33873.301261394394,78.02381137137093,Uptrend,6
6192488206143,KIT COLORATION RB SO COLOR 7.83,RENEE BLANCHE,MASS MARKET,2026,33571.53037533311,4910.941552000226,Stable,4
6192488208932,TEINT IALO 7.11 100ML,H. ZONE,IALO,2026,33081.20455833335,402.2282582916432,Uptrend,3
HZTT8.0,TEINT HZ TRESOR SA 8.0,H. ZONE,TRESOR,2026,32907.3883505167,65.51818561875261,Stable,5
6192488206013,KIT COLORATION RB SO COLOR 10.0,RENEE BLANCHE,MASS MARKET,2026,32587.96919841666,4278.051784229263,Downtrend,4
HZTT6.1,TEINT HZ TRESOR SA 6.1,H. ZONE,TRESOR,2026,32434.72140189994,55.8863567723477,Stable,5
SERUM_RB_100ML,SERUM RB 100ML-6192488204859,RENEE BLANCHE,0%SSP,2026,32280.73236365832,67.03628212618331,Downtrend,5
RBT/8.1,TEINT RENEE BLANCHE 8.1  60ML,RENEE BLANCHE,COLORATION 60ML,2026,32226.00777603375,-66.18290344548264,Downtrend,5
RBT/8.0,TEINT RENEE BLANCHE 8.0  60ML,RENEE BLANCHE,COLORATION 60ML,2026,31534.50908551662,-61.63178106819025,Downtrend,5
PA0035,BRASIL CACAU - HYDRATING HAIR COMPLEX MASK 200 ML,CADIVEU,SOINS CAPILLAIRES,2026,31090.194599180177,-23.236177432784654,Downtrend,6
6192488205870,Gel douche RB tropical  MM 470ml ,RENEE BLANCHE,MASS MARKET,2026,30773.757805000012,-29.341281783326956,Downtrend,3
6192488209274,KIT SO NATURAL RB S/A 7.1,RENEE BLANCHE,MASS MARKET,2026,30503.443394999398,-37.85791057056678,Downtrend,2
RBPL25G,RB PLATINER 25G BLEU 8006569000842,RENEE BLANCHE,COLORATION 60ML,2026,30343.04829730837,740.324226964463,Stable,5
8006569715647,TEINT IALO 3.0 100ML,H. ZONE,IALO,2026,30072.823966651285,73.66946464922195,Stable,6
6192488206020,KIT COLORATION RB SO COLOR 11.2,RENEE BLANCHE,MASS MARKET,2026,29452.630968416757,3912.0321821814728,Stable,4
SHA_RB_SILV_500ML,SHAMPOING RB SILVER 500ML-6192488204903,RENEE BLANCHE,0%SSP,2026,29052.23686791669,246.99802738136114,Downtrend,5
RBT/1.0,TEINT RENEE BLANCHE 1.0  60ML,RENEE BLANCHE,COLORATION 60ML,2026,28662.64430515006,-56.731808859229915,Downtrend,5
HZT/7.32,TEINT IALO 7.32B 100ML,H. ZONE,IALO,2026,28611.633456031454,277.0675025283218,Uptrend,6
SHAMP_RB_BOT_500ML,SHAMPOING RB BOTOX 500ML-6192488209311,RENEE BLANCHE,0%SSP,2026,28418.60167499975,-32.607712536626444,Downtrend,2
6192488206082,KIT COLORATION RB SO COLOR 6.4,RENEE BLANCHE,MASS MARKET,2026,28041.897633916975,4489.725941637622,Stable,4
6192488206006,KIT COLORATION RB SO COLOR 1.1,RENEE BLANCHE,MASS MARKET,2026,27477.550111833298,3761.9680249670623,Downtrend,4
SHAMPO_RB_NUTR_1L,SHAMPOING RB NUTRITIF 1L-6192488204934,RENEE BLANCHE,0%SSP,2026,27453.777203374953,103.94338295472801,Downtrend,5
SHAMP_RB_COL_500ML,SHAMPOING RB COLLAGENE 500ML-6192488209335,RENEE BLANCHE,0%SSP,2026,27426.021955000266,-38.8148453438667,Downtrend,2
HZT/8.32,TEINT IALO 8.32B 100ML,H. ZONE,IALO,2026,27344.142652625782,283.10676117962214,Uptrend,6
6192488209212,KIT SO NATURAL RB S/A 6.0,RENEE BLANCHE,MASS MARKET,2026,26917.368724998676,-40.945880476375294,Downtrend,2
HZTT6.00,TEINT HZ TRESOR SA 6.00,H. ZONE,TRESOR,2026,26907.751337683345,242.82737557778748,Stable,5
RBT/6.1,TEINT RENEE BLANCHE 6.1  60ML,RENEE BLANCHE,COLORATION 60ML,2026,26161.140617783476,-62.01723786815181,Downtrend,5
